UTC time;Satellites;Speed (km/h);Elapsed time (s);Distance (m)
90.936.700;10;64.96;719.45;9855.62
90.936.750;10;65.09;719.50;9856.53
90.936.800;10;65.18;719.55;9857.43
90.936.850;10;65.27;719.60;9858.34
90.936.900;9;65.41;719.65;9859.25
90.936.950;9;65.55;719.70;9860.16
90.937.000;9;65.62;719.75;9861.07
90.937.050;9;65.68;719.80;9861.98
90.937.100;9;65.76;719.85;9862.89
90.937.150;9;65.84;719.90;9863.80
90.937.200;9;65.93;719.95;9864.72
90.937.250;9;66.03;720.00;9865.64
90.937.300;9;66.17;720.05;9866.55
90.937.350;9;66.28;720.10;9867.47
90.937.400;9;66.30;720.15;9868.39
90.937.450;9;66.28;720.20;9869.32
90.937.500;9;66.23;720.25;9870.24
90.937.550;9;66.19;720.30;9871.15
90.937.600;9;66.19;720.35;9872.07
90.937.650;9;66.20;720.40;9872.99
90.937.700;9;66.22;720.45;9873.91
90.937.750;9;66.23;720.50;9874.83
90.937.800;9;66.20;720.55;9875.75
90.937.850;9;66.14;720.60;9876.67
90.937.900;9;66.08;720.65;9877.59
90.937.950;9;66.01;720.70;9878.51
90.938.000;9;65.90;720.75;9879.42
90.938.050;9;65.82;720.80;9880.34
90.938.100;9;65.85;720.85;9881.25
90.938.150;9;65.91;720.90;9882.17
90.938.200;9;65.92;720.95;9883.08
90.938.250;9;65.92;721.00;9884.00
90.938.300;9;65.89;721.05;9884.91
90.938.350;9;65.89;721.10;9885.83
90.938.400;9;66.03;721.15;9886.74
90.938.450;9;66.19;721.20;9887.66
90.938.500;9;66.26;721.25;9888.58
90.938.550;9;66.31;721.30;9889.50
90.938.600;9;66.35;721.35;9890.42
90.938.650;9;66.40;721.40;9891.35
90.938.700;9;66.48;721.45;9892.27
90.938.750;9;66.57;721.50;9893.19
90.938.800;9;66.66;721.55;9894.12
90.938.850;9;66.74;721.60;9895.05
90.938.900;9;66.77;721.65;9895.97
90.938.950;9;66.81;721.70;9896.90
90.939.000;9;66.97;721.75;9897.83
90.939.050;9;67.14;721.80;9898.76
90.939.100;9;67.26;721.85;9899.69
90.939.150;9;67.36;721.90;9900.63
90.939.200;9;67.39;721.95;9901.56
90.939.250;9;67.40;722.00;9902.50
90.939.300;9;67.43;722.05;9903.44
90.939.350;9;67.46;722.10;9904.37
90.939.400;9;67.50;722.15;9905.31
90.939.450;9;67.57;722.20;9906.25
90.939.500;9;67.70;722.25;9907.19
90.939.550;9;67.86;722.30;9908.13
90.939.600;9;68.01;722.35;9909.07
90.939.650;9;68.11;722.40;9910.02
90.939.700;9;68.09;722.45;9910.96
90.939.750;9;68.04;722.50;9911.91
90.939.800;9;68.08;722.55;9912.85
90.939.850;9;68.14;722.60;9913.80
90.939.900;9;68.20;722.65;9914.75
90.939.950;9;68.25;722.70;9915.69
90.940.000;9;68.28;722.75;9916.64
90.940.050;9;68.32;722.80;9917.59
90.940.100;9;68.38;722.85;9918.54
90.940.150;9;68.45;722.90;9919.49
90.940.200;9;68.51;722.95;9920.44
90.940.250;9;68.55;723.00;9921.39
90.940.300;9;68.54;723.05;9922.35
90.940.350;9;68.53;723.10;9923.30
90.940.400;9;68.56;723.15;9924.25
90.940.450;9;68.59;723.20;9925.20
90.940.500;9;68.63;723.25;9926.16
90.940.550;9;68.66;723.30;9927.11
90.940.600;9;68.63;723.35;9928.06
90.940.650;9;68.62;723.40;9929.02
90.940.700;9;68.68;723.45;9929.97
90.940.750;9;68.76;723.50;9930.92
90.940.800;9;68.79;723.55;9931.88
90.940.850;9;68.79;723.60;9932.83
90.940.900;10;68.75;723.65;9933.79
90.940.950;10;68.72;723.70;9934.74
90.941.000;10;68.82;723.75;9935.70
90.941.050;10;68.93;723.80;9936.66
90.941.100;10;68.95;723.85;9937.61
90.941.150;10;68.94;723.90;9938.57
90.941.200;10;68.94;723.95;9939.53
90.941.250;10;68.93;724.00;9940.49
90.941.300;10;68.95;724.05;9941.44
90.941.350;10;68.98;724.10;9942.40
90.941.400;10;69.02;724.15;9943.36
90.941.450;10;69.03;724.20;9944.32
90.941.500;10;68.97;724.25;9945.28
90.941.550;10;68.91;724.30;9946.23
90.941.600;10;68.90;724.35;9947.19
90.941.650;10;68.92;724.40;9948.15
90.941.700;10;68.99;724.45;9949.11
90.941.750;10;69.07;724.50;9950.06
90.941.800;10;69.09;724.55;9951.02
90.941.850;10;69.08;724.60;9951.98
90.941.900;10;69.03;724.65;9952.94
90.941.950;10;69.00;724.70;9953.90
90.942.000;10;69.10;724.75;9954.86
90.942.050;10;69.19;724.80;9955.82
90.942.100;10;69.11;724.85;9956.78
90.942.150;10;69.03;724.90;9957.74
90.942.200;10;69.07;724.95;9958.70
90.942.250;10;69.13;725.00;9959.66
90.942.300;10;69.13;725.05;9960.62
90.942.350;10;69.11;725.10;9961.58
90.942.400;10;69.08;725.15;9962.54
90.942.450;10;69.05;725.20;9963.50
90.942.500;10;69.06;725.25;9964.46
90.942.550;10;69.07;725.30;9965.42
90.942.600;10;69.06;725.35;9966.38
90.942.650;10;69.06;725.40;9967.33
90.942.700;10;69.14;725.45;9968.29
90.942.750;10;69.19;725.50;9969.25
90.942.800;10;69.14;725.55;9970.22
90.942.850;10;69.06;725.60;9971.17
90.942.900;10;68.99;725.65;9972.13
90.942.950;10;68.96;725.70;9973.09
90.943.000;10;69.04;725.75;9974.05
90.943.050;10;69.11;725.80;9975.01
90.943.100;10;69.09;725.85;9975.97
90.943.150;10;69.04;725.90;9976.93
90.943.200;10;69.03;725.95;9977.89
90.943.250;10;69.04;726.00;9978.85
90.943.300;10;69.06;726.05;9979.80
90.943.350;10;69.10;726.10;9980.76
90.943.400;10;69.15;726.15;9981.72
90.943.450;10;69.19;726.20;9982.69
90.943.500;10;69.18;726.25;9983.65
90.943.550;10;69.20;726.30;9984.61
90.943.600;10;69.36;726.35;9985.57
90.943.650;10;69.50;726.40;9986.53
90.943.700;10;69.47;726.45;9987.50
90.943.750;10;69.40;726.50;9988.46
90.943.800;10;69.42;726.55;9989.43
90.943.850;10;69.45;726.60;9990.39
90.943.900;10;69.42;726.65;9991.36
90.943.950;10;69.42;726.70;9992.32
90.944.000;10;69.53;726.75;9993.28
90.944.050;10;69.65;726.80;9994.25
90.944.100;10;69.64;726.85;9995.22
90.944.150;10;69.61;726.90;9996.19
90.944.200;10;69.66;726.95;9997.15
90.944.250;10;69.72;727.00;9998.12
90.944.300;10;69.73;727.05;9999.09
90.944.350;10;69.72;727.10;10000.06
90.944.400;10;69.72;727.15;10001.03
90.944.450;10;69.73;727.20;10001.99
90.944.500;10;69.76;727.25;10002.96
90.944.550;10;69.79;727.30;10003.93
90.944.600;10;69.81;727.35;10004.90
90.944.650;10;69.81;727.40;10005.87
90.944.700;10;69.78;727.45;10006.84
90.944.750;10;69.76;727.50;10007.81
90.944.800;10;69.83;727.55;10008.78
90.944.850;10;69.90;727.60;10009.75
90.944.900;10;69.90;727.65;10010.72
90.944.950;10;69.89;727.70;10011.69
90.945.000;10;69.91;727.75;10012.66
90.945.050;10;69.92;727.80;10013.63
90.945.100;10;69.90;727.85;10014.60
90.945.150;10;69.86;727.90;10015.57
90.945.200;10;69.85;727.95;10016.54
90.945.250;10;69.84;728.00;10017.51
90.945.300;10;69.85;728.05;10018.48
90.945.350;10;69.86;728.10;10019.45
90.945.400;10;69.83;728.15;10020.42
90.945.450;10;69.80;728.20;10021.39
90.945.500;10;69.79;728.25;10022.36
90.945.550;10;69.79;728.30;10023.33
90.945.600;10;69.77;728.35;10024.30
90.945.650;10;69.76;728.40;10025.27
90.945.700;10;69.78;728.45;10026.24
90.945.750;10;69.80;728.50;10027.21
90.945.800;10;69.82;728.55;10028.18
90.945.850;10;69.81;728.60;10029.15
90.945.900;10;69.75;728.65;10030.12
90.945.950;10;69.69;728.70;10031.09
90.946.000;10;69.69;728.75;10032.05
90.946.050;10;69.69;728.80;10033.02
90.946.100;10;69.64;728.85;10033.99
90.946.150;10;69.59;728.90;10034.96
90.946.200;10;69.56;728.95;10035.92
90.946.250;10;69.55;729.00;10036.89
90.946.300;10;69.53;729.05;10037.85
90.946.350;10;69.51;729.10;10038.82
90.946.400;10;69.49;729.15;10039.79
90.946.450;10;69.45;729.20;10040.75
90.946.500;10;69.37;729.25;10041.71
90.946.550;10;69.31;729.30;10042.68
90.946.600;10;69.31;729.35;10043.64
90.946.650;10;69.33;729.40;10044.60
90.946.700;10;69.33;729.45;10045.57
90.946.750;10;69.31;729.50;10046.53
90.946.800;10;69.22;729.55;10047.49
90.946.850;10;69.15;729.60;10048.45
90.946.900;10;69.18;729.65;10049.41
90.946.950;10;69.18;729.70;10050.37
90.947.000;10;69.01;729.75;10051.33
90.947.050;10;68.85;729.80;10052.29
90.947.100;10;68.88;729.85;10053.25
90.947.150;10;68.92;729.90;10054.20
90.947.200;10;68.82;729.95;10055.16
90.947.250;10;68.72;730.00;10056.12
90.947.300;10;68.72;730.05;10057.07
90.947.350;10;68.73;730.10;10058.02
90.947.400;10;68.64;730.15;10058.98
90.947.450;10;68.55;730.20;10059.93
90.947.500;10;68.57;730.25;10060.88
90.947.550;10;68.58;730.30;10061.84
90.947.600;10;68.46;730.35;10062.79
90.947.650;10;68.34;730.40;10063.74
90.947.700;10;68.33;730.45;10064.69
90.947.750;10;68.36;730.50;10065.64
90.947.800;10;68.33;730.55;10066.58
90.947.850;10;68.29;730.60;10067.53
90.947.900;10;68.27;730.65;10068.48
90.947.950;10;68.26;730.70;10069.43
90.948.000;10;68.24;730.75;10070.38
90.948.050;10;68.22;730.80;10071.33
90.948.100;10;68.17;730.85;10072.27
90.948.150;10;68.13;730.90;10073.22
90.948.200;10;68.18;730.95;10074.17
90.948.250;10;68.23;731.00;10075.11
90.948.300;10;68.23;731.05;10076.06
90.948.350;10;68.21;731.10;10077.01
90.948.400;10;68.23;731.15;10077.96
90.948.450;10;68.24;731.20;10078.90
90.948.500;10;68.21;731.25;10079.85
90.948.550;10;68.19;731.30;10080.80
90.948.600;10;68.24;731.35;10081.75
90.948.650;10;68.28;731.40;10082.69
90.948.700;10;68.25;731.45;10083.64
90.948.750;10;68.21;731.50;10084.59
90.948.800;10;68.21;731.55;10085.54
90.948.850;10;68.23;731.60;10086.48
90.948.900;10;68.32;731.65;10087.43
90.948.950;10;68.42;731.70;10088.38
90.949.000;10;68.48;731.75;10089.33
90.949.050;10;68.50;731.80;10090.28
90.949.100;10;68.39;731.85;10091.23
90.949.150;10;68.29;731.90;10092.18
90.949.200;10;68.37;731.95;10093.13
90.949.250;10;68.46;732.00;10094.08
90.949.300;10;68.43;732.05;10095.03
90.949.350;10;68.39;732.10;10095.98
90.949.400;10;68.50;732.15;10096.93
90.949.450;10;68.60;732.20;10097.89
90.949.500;10;68.58;732.25;10098.84
90.949.550;10;68.54;732.30;10099.79
90.949.600;10;68.56;732.35;10100.74
90.949.650;10;68.60;732.40;10101.70
90.949.700;10;68.65;732.45;10102.65
90.949.750;10;68.70;732.50;10103.60
90.949.800;10;68.79;732.55;10104.56
90.949.850;10;68.86;732.60;10105.51
90.949.900;9;68.84;732.65;10106.47
90.949.950;9;68.79;732.70;10107.43
90.950.000;9;68.77;732.75;10108.38
90.950.050;9;68.75;732.80;10109.34
90.950.100;9;68.72;732.85;10110.29
90.950.150;9;68.68;732.90;10111.24
90.950.200;9;68.65;732.95;10112.20
90.950.250;9;68.64;733.00;10113.15
90.950.300;9;68.66;733.05;10114.11
90.950.350;9;68.70;733.10;10115.06
90.950.400;9;68.73;733.15;10116.01
90.950.450;9;68.74;733.20;10116.97
90.950.500;9;68.67;733.25;10117.92
90.950.550;9;68.60;733.30;10118.88
90.950.600;9;68.58;733.35;10119.83
90.950.650;9;68.58;733.40;10120.78
90.950.700;9;68.61;733.45;10121.73
90.950.750;9;68.64;733.50;10122.69
90.950.800;9;68.58;733.55;10123.64
90.950.850;9;68.53;733.60;10124.59
90.950.900;10;68.54;733.65;10125.54
90.950.950;10;68.58;733.70;10126.50
90.951.000;10;68.63;733.75;10127.45
90.951.050;10;68.67;733.80;10128.40
90.951.100;10;68.64;733.85;10129.36
90.951.150;10;68.59;733.90;10130.31
90.951.200;10;68.54;733.95;10131.26
90.951.250;10;68.50;734.00;10132.21
90.951.300;10;68.52;734.05;10133.16
90.951.350;10;68.55;734.10;10134.12
90.951.400;10;68.56;734.15;10135.07
90.951.450;10;68.57;734.20;10136.02
90.951.500;10;68.62;734.25;10136.97
90.951.550;10;68.64;734.30;10137.93
90.951.600;10;68.57;734.35;10138.88
90.951.650;10;68.49;734.40;10139.83
90.951.700;10;68.50;734.45;10140.78
90.951.750;10;68.53;734.50;10141.73
90.951.800;10;68.56;734.55;10142.69
90.951.850;10;68.57;734.60;10143.64
90.951.900;10;68.47;734.65;10144.59
90.951.950;10;68.38;734.70;10145.54
90.952.000;10;68.42;734.75;10146.49
90.952.050;10;68.48;734.80;10147.44
90.952.100;10;68.44;734.85;10148.39
90.952.150;10;68.38;734.90;10149.34
90.952.200;10;68.35;734.95;10150.29
90.952.250;10;68.34;735.00;10151.24
90.952.300;10;68.36;735.05;10152.19
90.952.350;10;68.37;735.10;10153.14
90.952.400;10;68.36;735.15;10154.09
90.952.450;10;68.34;735.20;10155.04
90.952.500;10;68.32;735.25;10155.99
90.952.550;10;68.30;735.30;10156.94
90.952.600;10;68.29;735.35;10157.88
90.952.650;10;68.28;735.40;10158.83
90.952.700;10;68.31;735.45;10159.78
90.952.750;10;68.32;735.50;10160.73
90.952.800;10;68.25;735.55;10161.68
90.952.850;10;68.16;735.60;10162.63
90.952.900;10;68.11;735.65;10163.57
90.952.950;10;68.09;735.70;10164.52
90.953.000;10;68.15;735.75;10165.46
90.953.050;10;68.23;735.80;10166.41
90.953.100;10;68.24;735.85;10167.36
90.953.150;10;68.24;735.90;10168.31
90.953.200;10;68.21;735.95;10169.25
90.953.250;10;68.18;736.00;10170.20
90.953.300;10;68.16;736.05;10171.15
90.953.350;10;68.15;736.10;10172.10
90.953.400;10;68.12;736.15;10173.04
90.953.450;10;68.09;736.20;10173.99
90.953.500;10;68.06;736.25;10174.93
90.953.550;10;68.05;736.30;10175.88
90.953.600;10;68.03;736.35;10176.82
90.953.650;10;68.01;736.40;10177.77
90.953.700;10;68.05;736.45;10178.71
90.953.750;10;68.08;736.50;10179.66
90.953.800;10;68.06;736.55;10180.60
90.953.850;10;68.02;736.60;10181.55
90.953.900;10;67.96;736.65;10182.49
90.953.950;10;67.91;736.70;10183.44
90.954.000;10;67.95;736.75;10184.38
90.954.050;10;68.00;736.80;10185.32
90.954.100;10;67.98;736.85;10186.27
90.954.150;10;67.94;736.90;10187.21
90.954.200;10;67.88;736.95;10188.16
90.954.250;10;67.83;737.00;10189.10
90.954.300;10;67.84;737.05;10190.04
90.954.350;10;67.86;737.10;10190.98
90.954.400;10;67.86;737.15;10191.92
90.954.450;10;67.84;737.20;10192.87
90.954.500;10;67.81;737.25;10193.81
90.954.550;10;67.80;737.30;10194.75
90.954.600;10;67.81;737.35;10195.69
90.954.650;10;67.83;737.40;10196.63
90.954.700;10;67.82;737.45;10197.58
90.954.750;10;67.80;737.50;10198.52
90.954.800;10;67.81;737.55;10199.46
90.954.850;10;67.83;737.60;10200.40
90.954.900;10;67.80;737.65;10201.34
90.954.950;10;67.79;737.70;10202.29
90.955.000;10;67.84;737.75;10203.23
90.955.050;10;67.89;737.80;10204.17
90.955.100;10;67.88;737.85;10205.11
90.955.150;10;67.88;737.90;10206.06
90.955.200;10;67.95;737.95;10207.00
90.955.250;10;68.02;738.00;10207.94
90.955.300;10;68.03;738.05;10208.89
90.955.350;10;68.01;738.10;10209.83
90.955.400;10;67.96;738.15;10210.78
90.955.450;10;67.93;738.20;10211.72
90.955.500;10;67.97;738.25;10212.66
90.955.550;10;68.01;738.30;10213.61
90.955.600;10;67.98;738.35;10214.55
90.955.650;10;67.95;738.40;10215.50
90.955.700;10;68.01;738.45;10216.44
90.955.750;10;68.07;738.50;10217.39
90.955.800;10;68.08;738.55;10218.33
90.955.850;10;68.08;738.60;10219.28
90.955.900;10;68.08;738.65;10220.22
90.955.950;10;68.07;738.70;10221.17
90.956.000;10;68.06;738.75;10222.11
90.956.050;10;68.05;738.80;10223.06
90.956.100;10;68.07;738.85;10224.00
90.956.150;10;68.10;738.90;10224.95
90.956.200;10;68.14;738.95;10225.90
90.956.250;10;68.16;739.00;10226.84
90.956.300;10;68.16;739.05;10227.79
90.956.350;10;68.14;739.10;10228.74
90.956.400;10;68.13;739.15;10229.68
90.956.450;10;68.11;739.20;10230.63
90.956.500;10;68.04;739.25;10231.57
90.956.550;10;67.99;739.30;10232.52
90.956.600;10;68.06;739.35;10233.46
90.956.650;10;68.13;739.40;10234.41
90.956.700;10;68.10;739.45;10235.35
90.956.750;10;68.07;739.50;10236.30
90.956.800;10;68.13;739.55;10237.25
90.956.850;10;68.19;739.60;10238.19
90.956.900;10;68.13;739.65;10239.14
90.956.950;10;68.07;739.70;10240.09
90.957.000;10;68.09;739.75;10241.03
90.957.050;10;68.12;739.80;10241.98
90.957.100;10;68.11;739.85;10242.92
90.957.150;10;68.09;739.90;10243.87
90.957.200;10;68.11;739.95;10244.81
90.957.250;10;68.13;740.00;10245.76
90.957.300;10;68.14;740.05;10246.71
90.957.350;10;68.14;740.10;10247.65
90.957.400;10;68.09;740.15;10248.60
90.957.450;10;68.04;740.20;10249.54
90.957.500;10;68.00;740.25;10250.49
90.957.550;10;67.99;740.30;10251.43
90.957.600;10;68.00;740.35;10252.38
90.957.650;10;68.01;740.40;10253.32
90.957.700;10;68.02;740.45;10254.27
90.957.750;10;68.03;740.50;10255.21
90.957.800;10;68.02;740.55;10256.16
90.957.850;10;68.02;740.60;10257.10
90.957.900;10;68.04;740.65;10258.05
90.957.950;10;68.07;740.70;10258.99
90.958.000;10;68.08;740.75;10259.94
90.958.050;10;68.08;740.80;10260.88
90.958.100;10;68.08;740.85;10261.83
90.958.150;10;68.05;740.90;10262.77
90.958.200;10;67.95;740.95;10263.72
90.958.250;10;67.88;741.00;10264.66
90.958.300;10;67.95;741.05;10265.60
90.958.350;10;68.03;741.10;10266.55
90.958.400;10;67.97;741.15;10267.49
90.958.450;10;67.90;741.20;10268.44
90.958.500;10;67.93;741.25;10269.38
90.958.550;10;67.96;741.30;10270.32
90.958.600;10;67.95;741.35;10271.27
90.958.650;10;67.91;741.40;10272.21
90.958.700;10;67.85;741.45;10273.15
90.958.750;10;67.82;741.50;10274.10
90.958.800;10;67.88;741.55;10275.04
90.958.850;10;67.94;741.60;10275.98
90.958.900;10;67.90;741.65;10276.92
90.958.950;10;67.84;741.70;10277.87
90.959.000;10;67.86;741.75;10278.81
90.959.050;10;67.87;741.80;10279.75
90.959.100;10;67.78;741.85;10280.69
90.959.150;10;67.70;741.90;10281.64
90.959.200;10;67.75;741.95;10282.58
90.959.250;10;67.82;742.00;10283.52
90.959.300;10;67.82;742.05;10284.46
90.959.350;10;67.83;742.10;10285.40
90.959.400;10;67.88;742.15;10286.34
90.959.450;10;67.93;742.20;10287.29
90.959.500;10;67.96;742.25;10288.23
90.959.550;10;67.97;742.30;10289.17
90.959.600;10;67.98;742.35;10290.12
90.959.650;10;67.99;742.40;10291.06
90.959.700;10;68.07;742.45;10292.01
90.959.750;10;68.12;742.50;10292.95
90.959.800;10;68.05;742.55;10293.90
90.959.850;10;67.98;742.60;10294.84
90.959.900;9;68.05;742.65;10295.79
90.959.950;9;68.11;742.70;10296.73
91.000.000;9;68.01;742.75;10297.68
91.000.050;9;67.87;742.80;10298.62
91.000.100;9;67.75;742.85;10299.56
91.000.150;9;67.64;742.90;10300.50
91.000.200;9;67.53;742.95;10301.44
91.000.250;9;67.44;743.00;10302.38
91.000.300;9;67.35;743.05;10303.32
91.000.350;9;67.28;743.10;10304.25
91.000.400;9;67.30;743.15;10305.19
91.000.450;9;67.22;743.20;10306.12
91.000.500;9;66.62;743.25;10307.05
91.000.550;9;66.23;743.30;10307.97
91.000.600;9;67.27;743.35;10308.90
91.000.650;9;67.93;743.40;10309.84
91.000.700;9;66.08;743.45;10310.77
91.000.750;9;63.87;743.50;10311.67
91.000.800;9;62.84;743.55;10312.55
91.000.850;9;62.69;743.60;10313.42
91.000.900;10;63.92;743.65;10314.30
91.000.950;10;65.55;743.70;10315.20
91.001.000;10;66.66;743.75;10316.12
91.001.050;10;67.46;743.80;10317.05
91.001.100;10;67.74;743.85;10317.99
91.001.150;10;67.82;743.90;10318.93
91.001.200;10;67.96;743.95;10319.87
91.001.250;10;68.08;744.00;10320.82
91.001.300;10;68.21;744.05;10321.77
91.001.350;10;68.32;744.10;10322.71
91.001.400;10;68.35;744.15;10323.66
91.001.450;10;68.36;744.20;10324.61
91.001.500;10;68.37;744.25;10325.56
91.001.550;10;68.41;744.30;10326.51
91.001.600;10;68.53;744.35;10327.46
91.001.650;10;68.63;744.40;10328.41
91.001.700;10;68.61;744.45;10329.37
91.001.750;10;68.57;744.50;10330.32
91.001.800;10;68.59;744.55;10331.27
91.001.850;10;68.64;744.60;10332.23
91.001.900;10;68.72;744.65;10333.18
91.001.950;10;68.78;744.70;10334.13
91.002.000;10;68.71;744.75;10335.09
91.002.050;10;68.64;744.80;10336.04
91.002.100;10;68.75;744.85;10337.00
91.002.150;10;68.87;744.90;10337.95
91.002.200;10;68.86;744.95;10338.91
91.002.250;10;68.88;745.00;10339.87
91.002.300;10;69.09;745.05;10340.82
91.002.350;10;69.28;745.10;10341.79
91.002.400;10;69.20;745.15;10342.75
91.002.450;10;69.06;745.20;10343.71
91.002.500;10;68.99;745.25;10344.67
91.002.550;10;68.98;745.30;10345.62
91.002.600;10;69.11;745.35;10346.58
91.002.650;10;69.24;745.40;10347.54
91.002.700;10;69.20;745.45;10348.50
91.002.750;10;69.16;745.50;10349.47
91.002.800;10;69.27;745.55;10350.43
91.002.850;10;69.35;745.60;10351.39
91.002.900;8;69.16;745.65;10352.35
91.002.950;8;68.94;745.70;10353.31
91.003.000;8;68.82;745.75;10354.27
91.003.050;8;68.79;745.80;10355.22
91.003.100;8;68.89;745.85;10356.18
91.003.150;8;69.02;745.90;10357.14
91.003.200;8;69.05;745.95;10358.10
91.003.250;8;69.11;746.00;10359.05
91.003.300;8;69.42;746.05;10360.02
91.003.350;8;69.63;746.10;10360.98
91.003.400;8;69.32;746.15;10361.95
91.003.450;8;68.94;746.20;10362.91
91.003.500;8;68.92;746.25;10363.87
91.003.550;8;69.01;746.30;10364.82
91.003.600;8;69.14;746.35;10365.78
91.003.650;8;69.23;746.40;10366.74
91.003.700;8;69.11;746.45;10367.70
91.003.750;8;68.99;746.50;10368.66
91.003.800;8;69.03;746.55;10369.62
91.003.850;8;69.12;746.60;10370.58
91.003.900;10;69.21;746.65;10371.54
91.003.950;10;69.26;746.70;10372.50
91.004.000;10;69.19;746.75;10373.46
91.004.050;10;69.10;746.80;10374.42
91.004.100;10;69.11;746.85;10375.38
91.004.150;10;69.14;746.90;10376.34
91.004.200;10;69.06;746.95;10377.30
91.004.250;10;69.02;747.00;10378.26
91.004.300;10;69.17;747.05;10379.22
91.004.350;10;69.32;747.10;10380.18
91.004.400;10;69.32;747.15;10381.15
91.004.450;10;69.26;747.20;10382.11
91.004.500;10;69.17;747.25;10383.07
91.004.550;10;69.09;747.30;10384.03
91.004.600;10;69.10;747.35;10384.99
91.004.650;10;69.14;747.40;10385.95
91.004.700;10;69.16;747.45;10386.91
91.004.750;10;69.18;747.50;10387.87
91.004.800;10;69.22;747.55;10388.83
91.004.850;10;69.25;747.60;10389.79
91.004.900;10;69.20;747.65;10390.76
91.004.950;10;69.16;747.70;10391.72
91.005.000;10;69.21;747.75;10392.68
91.005.050;10;69.27;747.80;10393.64
91.005.100;10;69.22;747.85;10394.60
91.005.150;10;69.17;747.90;10395.56
91.005.200;10;69.22;747.95;10396.52
91.005.250;10;69.25;748.00;10397.48
91.005.300;10;69.16;748.05;10398.45
91.005.350;10;69.05;748.10;10399.41
91.005.400;10;69.02;748.15;10400.36
91.005.450;10;69.04;748.20;10401.32
91.005.500;10;69.14;748.25;10402.28
91.005.550;10;69.23;748.30;10403.24
91.005.600;10;69.20;748.35;10404.21
91.005.650;10;69.15;748.40;10405.17
91.005.700;10;69.17;748.45;10406.13
91.005.750;10;69.20;748.50;10407.09
91.005.800;10;69.24;748.55;10408.05
91.005.850;10;69.22;748.60;10409.01
91.005.900;10;69.04;748.65;10409.97
91.005.950;10;68.86;748.70;10410.93
91.006.000;10;68.85;748.75;10411.88
91.006.050;10;68.89;748.80;10412.84
91.006.100;10;68.95;748.85;10413.80
91.006.150;10;68.99;748.90;10414.76
91.006.200;10;68.91;748.95;10415.71
91.006.250;10;68.83;749.00;10416.67
91.006.300;10;68.88;749.05;10417.63
91.006.350;10;68.94;749.10;10418.58
91.006.400;10;68.88;749.15;10419.54
91.006.450;10;68.81;749.20;10420.50
91.006.500;10;68.87;749.25;10421.45
91.006.550;10;68.91;749.30;10422.41
91.006.600;10;68.83;749.35;10423.37
91.006.650;10;68.72;749.40;10424.32
91.006.700;10;68.70;749.45;10425.28
91.006.750;10;68.69;749.50;10426.23
91.006.800;10;68.70;749.55;10427.18
91.006.850;10;68.69;749.60;10428.14
91.006.900;10;68.61;749.65;10429.09
91.006.950;10;68.53;749.70;10430.04
91.007.000;10;68.53;749.75;10431.00
91.007.050;10;68.54;749.80;10431.95
91.007.100;10;68.53;749.85;10432.90
91.007.150;10;68.51;749.90;10433.85
91.007.200;10;68.47;749.95;10434.80
91.007.250;10;68.43;750.00;10435.75
91.007.300;10;68.42;750.05;10436.70
91.007.350;10;68.42;750.10;10437.65
91.007.400;10;68.42;750.15;10438.60
91.007.450;10;68.41;750.20;10439.55
91.007.500;10;68.32;750.25;10440.50
91.007.550;10;68.24;750.30;10441.45
91.007.600;10;68.25;750.35;10442.40
91.007.650;10;68.26;750.40;10443.35
91.007.700;10;68.18;750.45;10444.30
91.007.750;10;68.11;750.50;10445.24
91.007.800;10;68.19;750.55;10446.19
91.007.850;10;68.26;750.60;10447.14
91.007.900;10;68.13;750.65;10448.08
91.007.950;10;67.99;750.70;10449.03
91.008.000;10;68.01;750.75;10449.97
91.008.050;10;68.07;750.80;10450.92
91.008.100;10;68.10;750.85;10451.86
91.008.150;10;68.08;750.90;10452.81
91.008.200;10;67.89;750.95;10453.75
91.008.250;10;67.69;751.00;10454.70
91.008.300;10;67.64;751.05;10455.63
91.008.350;10;67.63;751.10;10456.57
91.008.400;10;67.58;751.15;10457.51
91.008.450;10;67.56;751.20;10458.45
91.008.500;10;67.61;751.25;10459.39
91.008.550;10;67.67;751.30;10460.33
91.008.600;10;67.64;751.35;10461.27
91.008.650;10;67.59;751.40;10462.21
91.008.700;10;67.54;751.45;10463.15
91.008.750;10;67.48;751.50;10464.08
91.008.800;10;67.44;751.55;10465.02
91.008.850;10;67.40;751.60;10465.96
91.008.900;10;67.38;751.65;10466.89
91.008.950;10;67.35;751.70;10467.83
91.009.000;10;67.22;751.75;10468.76
91.009.050;10;67.11;751.80;10469.70
91.009.100;10;67.12;751.85;10470.63
91.009.150;10;67.15;751.90;10471.56
91.009.200;10;67.14;751.95;10472.49
91.009.250;10;67.10;752.00;10473.43
91.009.300;10;67.03;752.05;10474.36
91.009.350;10;66.96;752.10;10475.29
91.009.400;10;66.93;752.15;10476.22
91.009.450;10;66.90;752.20;10477.15
91.009.500;10;66.85;752.25;10478.08
91.009.550;10;66.80;752.30;10479.00
91.009.600;10;66.77;752.35;10479.93
91.009.650;10;66.75;752.40;10480.86
91.009.700;10;66.71;752.45;10481.79
91.009.750;10;66.65;752.50;10482.71
91.009.800;10;66.55;752.55;10483.64
91.009.850;10;66.46;752.60;10484.56
91.009.900;10;66.42;752.65;10485.48
