UTC time;Satellites;Speed (km/h);Elapsed time (s);Distance (m)
92.133.200;9;62.61;1435.95;19870.55
92.133.250;9;62.26;1436.00;19871.42
92.133.300;9;62.96;1436.05;19872.29
92.133.350;9;63.71;1436.10;19873.17
92.133.400;9;63.56;1436.15;19874.05
92.133.450;9;63.28;1436.20;19874.93
92.133.500;9;63.46;1436.25;19875.81
92.133.550;9;63.79;1436.30;19876.70
92.133.600;9;64.23;1436.35;19877.58
92.133.650;9;64.59;1436.40;19878.48
92.133.700;9;64.59;1436.45;19879.38
92.133.750;9;64.46;1436.50;19880.27
92.133.800;9;64.33;1436.55;19881.17
92.133.850;9;64.24;1436.60;19882.06
92.133.900;8;64.30;1436.65;19882.95
92.133.950;8;64.41;1436.70;19883.85
92.134.000;8;64.49;1436.75;19884.74
92.134.050;8;64.61;1436.80;19885.64
92.134.100;8;64.95;1436.85;19886.54
92.134.150;8;65.17;1436.90;19887.44
92.134.200;8;64.88;1436.95;19888.34
92.134.250;8;64.54;1437.00;19889.24
92.134.300;8;64.62;1437.05;19890.14
92.134.350;8;64.75;1437.10;19891.04
92.134.400;8;64.69;1437.15;19891.94
92.134.450;8;64.58;1437.20;19892.83
92.134.500;8;64.46;1437.25;19893.73
92.134.550;8;64.40;1437.30;19894.63
92.134.600;8;64.52;1437.35;19895.52
92.134.650;8;64.69;1437.40;19896.42
92.134.700;8;64.83;1437.45;19897.32
92.134.750;8;64.92;1437.50;19898.22
92.134.800;8;64.93;1437.55;19899.12
92.134.850;8;64.90;1437.60;19900.02
92.134.900;8;64.84;1437.65;19900.92
92.134.950;8;64.78;1437.70;19901.82
92.135.000;8;64.72;1437.75;19902.72
92.135.050;8;64.73;1437.80;19903.62
92.135.100;8;64.94;1437.85;19904.52
92.135.150;8;65.10;1437.90;19905.42
92.135.200;8;64.84;1437.95;19906.33
92.135.250;8;64.58;1438.00;19907.23
92.135.300;8;64.89;1438.05;19908.13
92.135.350;8;64.96;1438.10;19909.03
92.135.400;8;63.71;1438.15;19909.92
92.135.450;8;62.47;1438.20;19910.80
92.135.500;8;62.44;1438.25;19911.66
92.135.550;8;62.85;1438.30;19912.53
92.135.600;8;63.46;1438.35;19913.41
92.135.650;8;63.94;1438.40;19914.30
92.135.700;8;63.58;1438.45;19915.18
92.135.750;8;63.21;1438.50;19916.06
92.135.800;8;63.65;1438.55;19916.94
92.135.850;8;64.20;1438.60;19917.83
92.135.900;8;64.40;1438.65;19918.72
92.135.950;8;64.47;1438.70;19919.62
92.136.000;8;64.47;1438.75;19920.51
92.136.050;8;64.43;1438.80;19921.41
92.136.100;8;64.37;1438.85;19922.30
92.136.150;8;64.36;1438.90;19923.20
92.136.200;8;64.62;1438.95;19924.09
92.136.250;8;64.77;1439.00;19924.99
92.136.300;8;64.39;1439.05;19925.89
92.136.350;8;63.85;1439.10;19926.78
92.136.400;8;63.47;1439.15;19927.66
92.136.450;8;62.97;1439.20;19928.54
92.136.500;8;61.86;1439.25;19929.41
92.136.550;8;61.16;1439.30;19930.26
92.136.600;8;62.28;1439.35;19931.12
92.136.650;8;63.46;1439.40;19931.99
92.136.700;8;62.91;1439.45;19932.87
92.136.750;8;62.05;1439.50;19933.74
92.136.800;8;61.80;1439.55;19934.60
92.136.850;8;61.95;1439.60;19935.46
92.136.900;6;62.81;1439.65;19936.32
92.136.950;6;63.79;1439.70;19937.20
92.137.000;6;64.44;1439.75;19938.09
92.137.050;6;64.69;1439.80;19938.99
92.137.100;6;63.93;1439.85;19939.88
92.137.150;6;63.28;1439.90;19940.77
92.137.200;6;64.04;1439.95;19941.65
92.137.250;6;65.01;1440.00;19942.55
92.137.300;6;65.34;1440.05;19943.45
92.137.350;6;65.34;1440.10;19944.36
92.137.400;6;64.97;1440.15;19945.27
92.137.450;6;64.45;1440.20;19946.16
92.137.500;6;63.92;1440.25;19947.06
92.137.550;6;63.57;1440.30;19947.94
92.137.600;6;63.74;1440.35;19948.83
92.137.650;6;64.04;1440.40;19949.71
92.137.700;6;64.10;1440.45;19950.60
92.137.750;6;64.09;1440.50;19951.49
92.137.800;6;64.06;1440.55;19952.38
92.137.850;6;64.03;1440.60;19953.27
92.137.900;8;64.03;1440.65;19954.16
92.137.950;8;64.05;1440.70;19955.05
92.138.000;8;64.05;1440.75;19955.94
92.138.050;8;64.01;1440.80;19956.83
92.138.100;8;63.80;1440.85;19957.72
92.138.150;8;63.62;1440.90;19958.60
92.138.200;8;63.70;1440.95;19959.49
92.138.250;8;63.83;1441.00;19960.37
92.138.300;8;63.86;1441.05;19961.26
92.138.350;8;63.85;1441.10;19962.15
92.138.400;8;63.74;1441.15;19963.03
92.138.450;8;63.61;1441.20;19963.92
92.138.500;8;63.49;1441.25;19964.80
92.138.550;8;63.39;1441.30;19965.68
92.138.600;8;63.30;1441.35;19966.56
92.138.650;8;63.24;1441.40;19967.44
92.138.700;8;63.22;1441.45;19968.32
92.138.750;8;63.26;1441.50;19969.19
92.138.800;8;63.49;1441.55;19970.07
92.138.850;8;63.65;1441.60;19970.96
92.138.900;8;63.34;1441.65;19971.84
92.138.950;8;63.02;1441.70;19972.72
92.139.000;8;63.14;1441.75;19973.59
92.139.050;8;63.33;1441.80;19974.47
92.139.100;8;63.29;1441.85;19975.35
92.139.150;8;63.14;1441.90;19976.23
92.139.200;8;62.82;1441.95;19977.10
92.139.250;8;62.48;1442.00;19977.97
92.139.300;8;62.18;1442.05;19978.84
92.139.350;8;62.02;1442.10;19979.70
92.139.400;8;62.22;1442.15;19980.56
92.139.450;8;62.43;1442.20;19981.43
92.139.500;8;62.36;1442.25;19982.30
92.139.550;8;62.18;1442.30;19983.16
92.139.600;8;62.01;1442.35;19984.02
92.139.650;8;61.70;1442.40;19984.88
92.139.700;8;60.99;1442.45;19985.74
92.139.750;8;60.28;1442.50;19986.58
92.139.800;8;59.93;1442.55;19987.41
92.139.850;8;59.87;1442.60;19988.24
92.139.900;9;60.31;1442.65;19989.08
92.139.950;9;60.82;1442.70;19989.92
92.140.000;9;60.98;1442.75;19990.77
92.140.050;9;60.94;1442.80;19991.61
92.140.100;9;60.70;1442.85;19992.46
92.140.150;9;60.36;1442.90;19993.30
92.140.200;9;60.06;1442.95;19994.13
92.140.250;9;59.75;1443.00;19994.97
92.140.300;9;59.48;1443.05;19995.79
92.140.350;9;59.12;1443.10;19996.62
92.140.400;9;58.44;1443.15;19997.43
92.140.450;9;57.77;1443.20;19998.24
92.140.500;9;57.47;1443.25;19999.04
92.140.550;9;57.23;1443.30;19999.84
92.140.600;9;56.78;1443.35;20000.63
92.140.650;9;56.34;1443.40;20001.42
92.140.700;9;56.09;1443.45;20002.20
92.140.750;9;55.85;1443.50;20002.97
92.140.800;9;55.53;1443.55;20003.75
92.140.850;9;55.17;1443.60;20004.52
92.140.900;10;54.82;1443.65;20005.28
92.140.950;10;54.38;1443.70;20006.04
92.141.000;10;53.66;1443.75;20006.79
92.141.050;10;53.04;1443.80;20007.53
92.141.100;10;53.02;1443.85;20008.27
92.141.150;10;52.99;1443.90;20009.00
92.141.200;10;52.36;1443.95;20009.73
92.141.250;10;51.60;1444.00;20010.46
92.141.300;10;50.99;1444.05;20011.17
92.141.350;10;50.54;1444.10;20011.87
92.141.400;10;50.47;1444.15;20012.57
92.141.450;10;50.41;1444.20;20013.27
92.141.500;10;49.94;1444.25;20013.97
92.141.550;10;49.40;1444.30;20014.66
92.141.600;10;48.99;1444.35;20015.34
92.141.650;10;48.67;1444.40;20016.02
92.141.700;10;48.52;1444.45;20016.70
92.141.750;10;48.41;1444.50;20017.37
92.141.800;10;48.17;1444.55;20018.04
92.141.850;10;47.99;1444.60;20018.71
92.141.900;9;48.10;1444.65;20019.38
92.141.950;9;48.28;1444.70;20020.05
92.142.000;9;48.36;1444.75;20020.72
92.142.050;9;48.41;1444.80;20021.39
92.142.100;9;48.49;1444.85;20022.06
92.142.150;9;48.47;1444.90;20022.74
92.142.200;9;48.18;1444.95;20023.41
92.142.250;9;47.83;1445.00;20024.07
92.142.300;9;47.64;1445.05;20024.74
92.142.350;9;47.49;1445.10;20025.40
92.142.400;9;47.36;1445.15;20026.06
92.142.450;9;47.20;1445.20;20026.71
92.142.500;9;46.96;1445.25;20027.37
92.142.550;9;46.70;1445.30;20028.02
92.142.600;9;46.49;1445.35;20028.66
92.142.650;9;46.29;1445.40;20029.31
92.142.700;9;46.13;1445.45;20029.95
92.142.750;9;45.95;1445.50;20030.59
92.142.800;9;45.67;1445.55;20031.23
92.142.850;9;45.38;1445.60;20031.86
92.142.900;10;45.16;1445.65;20032.49
92.142.950;10;44.97;1445.70;20033.11
92.143.000;10;44.81;1445.75;20033.74
92.143.050;10;44.65;1445.80;20034.36
92.143.100;10;44.41;1445.85;20034.98
92.143.150;10;44.17;1445.90;20035.59
92.143.200;10;43.98;1445.95;20036.20
92.143.250;10;43.85;1446.00;20036.81
92.143.300;10;43.83;1446.05;20037.42
92.143.350;10;43.84;1446.10;20038.03
92.143.400;10;43.76;1446.15;20038.64
92.143.450;10;43.66;1446.20;20039.25
92.143.500;10;43.59;1446.25;20039.85
92.143.550;10;43.51;1446.30;20040.46
92.143.600;10;43.41;1446.35;20041.06
92.143.650;10;43.29;1446.40;20041.66
92.143.700;10;43.14;1446.45;20042.26
92.143.750;10;43.02;1446.50;20042.86
92.143.800;10;43.05;1446.55;20043.46
92.143.850;10;43.05;1446.60;20044.06
92.143.900;10;42.79;1446.65;20044.65
92.143.950;10;42.47;1446.70;20045.24
92.144.000;10;42.23;1446.75;20045.83
92.144.050;10;42.02;1446.80;20046.42
92.144.100;10;41.85;1446.85;20047.00
92.144.150;10;41.72;1446.90;20047.58
92.144.200;10;41.68;1446.95;20048.16
92.144.250;10;41.66;1447.00;20048.74
92.144.300;10;41.69;1447.05;20049.32
92.144.350;10;41.66;1447.10;20049.90
92.144.400;10;41.40;1447.15;20050.47
92.144.450;10;41.17;1447.20;20051.05
92.144.500;10;41.35;1447.25;20051.62
92.144.550;10;41.47;1447.30;20052.19
92.144.600;10;41.05;1447.35;20052.77
92.144.650;10;40.56;1447.40;20053.33
92.144.700;10;40.36;1447.45;20053.90
92.144.750;10;40.22;1447.50;20054.46
92.144.800;10;39.98;1447.55;20055.01
92.144.850;10;39.81;1447.60;20055.57
92.144.900;10;39.95;1447.65;20056.12
92.144.950;10;40.08;1447.70;20056.68
92.145.000;10;39.89;1447.75;20057.23
92.145.050;10;39.67;1447.80;20057.78
92.145.100;10;39.71;1447.85;20058.34
92.145.150;10;39.73;1447.90;20058.89
92.145.200;10;39.47;1447.95;20059.44
92.145.250;10;39.15;1448.00;20059.98
92.145.300;10;38.92;1448.05;20060.53
92.145.350;10;38.76;1448.10;20061.07
92.145.400;10;38.69;1448.15;20061.60
92.145.450;10;38.66;1448.20;20062.14
92.145.500;10;38.60;1448.25;20062.68
92.145.550;10;38.58;1448.30;20063.21
92.145.600;10;38.77;1448.35;20063.75
92.145.650;10;38.88;1448.40;20064.29
92.145.700;10;38.63;1448.45;20064.83
92.145.750;10;38.28;1448.50;20065.36
92.145.800;10;37.99;1448.55;20065.89
92.145.850;10;37.80;1448.60;20066.42
92.145.900;8;37.88;1448.65;20066.94
92.145.950;8;38.03;1448.70;20067.47
92.146.000;8;38.05;1448.75;20068.00
92.146.050;8;38.08;1448.80;20068.53
92.146.100;8;38.18;1448.85;20069.06
92.146.150;8;38.27;1448.90;20069.59
92.146.200;8;38.27;1448.95;20070.12
92.146.250;8;38.28;1449.00;20070.65
92.146.300;8;38.46;1449.05;20071.18
92.146.350;8;38.58;1449.10;20071.72
92.146.400;8;38.35;1449.15;20072.25
92.146.450;8;38.11;1449.20;20072.78
92.146.500;8;38.18;1449.25;20073.31
92.146.550;8;38.37;1449.30;20073.85
92.146.600;8;38.60;1449.35;20074.38
92.146.650;8;38.86;1449.40;20074.92
92.146.700;8;39.18;1449.45;20075.46
92.146.750;8;39.30;1449.50;20076.00
92.146.800;8;38.74;1449.55;20076.55
92.146.850;8;38.12;1449.60;20077.08
92.146.900;7;37.98;1449.65;20077.61
92.146.950;7;38.09;1449.70;20078.14
92.147.000;7;38.46;1449.75;20078.67
92.147.050;7;38.87;1449.80;20079.21
92.147.100;7;39.03;1449.85;20079.75
92.147.150;7;39.10;1449.90;20080.29
92.147.200;7;39.14;1449.95;20080.83
92.147.250;7;39.12;1450.00;20081.38
92.147.300;7;39.03;1450.05;20081.92
92.147.350;7;38.92;1450.10;20082.46
92.147.400;7;38.83;1450.15;20083.00
92.147.450;7;38.76;1450.20;20083.54
92.147.500;7;38.71;1450.25;20084.08
92.147.550;7;38.69;1450.30;20084.61
92.147.600;7;38.75;1450.35;20085.15
92.147.650;7;38.90;1450.40;20085.69
92.147.700;7;39.20;1450.45;20086.23
92.147.750;7;39.49;1450.50;20086.78
92.147.800;7;39.61;1450.55;20087.33
92.147.850;7;39.62;1450.60;20087.88
92.147.900;9;39.53;1450.65;20088.43
92.147.950;9;39.43;1450.70;20088.98
92.148.000;9;39.40;1450.75;20089.53
92.148.050;9;39.45;1450.80;20090.07
92.148.100;9;39.70;1450.85;20090.62
92.148.150;9;39.96;1450.90;20091.18
92.148.200;9;39.99;1450.95;20091.73
92.148.250;9;39.96;1451.00;20092.29
92.148.300;9;39.99;1451.05;20092.84
92.148.350;9;40.03;1451.10;20093.40
92.148.400;9;40.09;1451.15;20093.95
92.148.450;9;40.17;1451.20;20094.51
92.148.500;9;40.29;1451.25;20095.07
92.148.550;9;40.43;1451.30;20095.63
92.148.600;9;40.63;1451.35;20096.19
92.148.650;9;40.81;1451.40;20096.76
92.148.700;9;40.90;1451.45;20097.33
92.148.750;9;40.94;1451.50;20097.89
92.148.800;9;40.92;1451.55;20098.46
92.148.850;9;40.92;1451.60;20099.03
92.148.900;8;40.99;1451.65;20099.60
92.148.950;8;41.08;1451.70;20100.17
92.149.000;8;41.13;1451.75;20100.74
92.149.050;8;41.13;1451.80;20101.31
92.149.100;8;41.04;1451.85;20101.88
92.149.150;8;40.98;1451.90;20102.45
92.149.200;8;41.15;1451.95;20103.02
92.149.250;8;41.33;1452.00;20103.60
92.149.300;8;41.33;1452.05;20104.17
92.149.350;8;41.27;1452.10;20104.74
92.149.400;8;41.20;1452.15;20105.32
92.149.450;8;41.17;1452.20;20105.89
92.149.500;8;41.27;1452.25;20106.46
92.149.550;8;41.37;1452.30;20107.03
92.149.600;8;41.37;1452.35;20107.61
92.149.650;8;41.35;1452.40;20108.18
92.149.700;8;41.35;1452.45;20108.76
92.149.750;8;41.37;1452.50;20109.33
92.149.800;8;41.42;1452.55;20109.91
92.149.850;8;41.47;1452.60;20110.48
92.149.900;9;41.43;1452.65;20111.06
92.149.950;9;41.39;1452.70;20111.63
92.150.000;9;41.44;1452.75;20112.21
92.150.050;9;41.52;1452.80;20112.78
92.150.100;9;41.60;1452.85;20113.36
92.150.150;9;41.62;1452.90;20113.94
92.150.200;9;41.45;1452.95;20114.52
92.150.250;9;41.30;1453.00;20115.09
92.150.300;9;41.44;1453.05;20115.67
92.150.350;9;41.61;1453.10;20116.24
92.150.400;9;41.61;1453.15;20116.82
92.150.450;9;41.57;1453.20;20117.40
92.150.500;9;41.60;1453.25;20117.98
92.150.550;9;41.60;1453.30;20118.55
92.150.600;9;41.50;1453.35;20119.13
92.150.650;9;41.44;1453.40;20119.71
92.150.700;9;41.63;1453.45;20120.28
92.150.750;9;41.82;1453.50;20120.86
92.150.800;9;41.71;1453.55;20121.44
92.150.850;9;41.57;1453.60;20122.02
92.150.900;9;41.64;1453.65;20122.60
92.150.950;9;41.71;1453.70;20123.18
92.151.000;9;41.54;1453.75;20123.76
92.151.050;9;41.42;1453.80;20124.33
92.151.100;9;41.65;1453.85;20124.91
92.151.150;9;41.88;1453.90;20125.49
92.151.200;9;41.79;1453.95;20126.07
92.151.250;9;41.67;1454.00;20126.65
92.151.300;9;41.78;1454.05;20127.23
92.151.350;9;41.92;1454.10;20127.81
92.151.400;9;41.96;1454.15;20128.39
92.151.450;9;41.95;1454.20;20128.98
92.151.500;9;41.91;1454.25;20129.56
92.151.550;9;41.85;1454.30;20130.14
92.151.600;9;41.75;1454.35;20130.72
92.151.650;9;41.66;1454.40;20131.30
92.151.700;9;41.62;1454.45;20131.88
92.151.750;9;41.65;1454.50;20132.46
92.151.800;9;41.84;1454.55;20133.04
92.151.850;9;42.02;1454.60;20133.62
92.151.900;8;41.98;1454.65;20134.20
92.151.950;8;41.91;1454.70;20134.78
92.152.000;8;42.00;1454.75;20135.37
92.152.050;8;42.06;1454.80;20135.95
92.152.100;8;41.87;1454.85;20136.53
92.152.150;8;41.71;1454.90;20137.11
92.152.200;8;41.90;1454.95;20137.69
92.152.250;8;42.14;1455.00;20138.28
92.152.300;8;42.19;1455.05;20138.86
92.152.350;8;42.16;1455.10;20139.45
92.152.400;8;42.04;1455.15;20140.03
92.152.450;8;41.94;1455.20;20140.62
92.152.500;8;42.01;1455.25;20141.20
92.152.550;8;42.09;1455.30;20141.78
92.152.600;8;42.04;1455.35;20142.37
92.152.650;8;41.98;1455.40;20142.95
92.152.700;8;41.98;1455.45;20143.54
92.152.750;8;41.99;1455.50;20144.12
92.152.800;8;42.02;1455.55;20144.70
92.152.850;8;42.03;1455.60;20145.29
92.152.900;9;41.98;1455.65;20145.87
92.152.950;9;41.94;1455.70;20146.45
92.153.000;9;42.00;1455.75;20147.03
92.153.050;9;42.04;1455.80;20147.62
92.153.100;9;41.95;1455.85;20148.20
92.153.150;9;41.83;1455.90;20148.78
92.153.200;9;41.74;1455.95;20149.36
92.153.250;9;41.66;1456.00;20149.94
92.153.300;9;41.59;1456.05;20150.52
92.153.350;9;41.53;1456.10;20151.10
92.153.400;9;41.45;1456.15;20151.67
92.153.450;9;41.38;1456.20;20152.25
92.153.500;9;41.35;1456.25;20152.82
92.153.550;9;41.30;1456.30;20153.40
92.153.600;9;41.14;1456.35;20153.97
92.153.650;9;41.01;1456.40;20154.54
92.153.700;9;41.06;1456.45;20155.11
92.153.750;9;41.13;1456.50;20155.68
92.153.800;9;41.14;1456.55;20156.25
92.153.850;9;41.08;1456.60;20156.82
92.153.900;10;40.87;1456.65;20157.39
92.153.950;10;40.60;1456.70;20157.96
92.154.000;10;40.33;1456.75;20158.52
92.154.050;10;40.12;1456.80;20159.08
92.154.100;10;40.00;1456.85;20159.64
92.154.150;10;40.06;1456.90;20160.19
92.154.200;10;40.54;1456.95;20160.75
92.154.250;10;40.90;1457.00;20161.32
92.154.300;10;40.45;1457.05;20161.88
92.154.350;10;39.91;1457.10;20162.44
92.154.400;10;39.93;1457.15;20162.99
92.154.450;10;40.05;1457.20;20163.55
92.154.500;10;39.87;1457.25;20164.10
92.154.550;10;39.77;1457.30;20164.66
92.154.600;10;40.13;1457.35;20165.21
92.154.650;10;40.48;1457.40;20165.77
92.154.700;10;40.31;1457.45;20166.33
92.154.750;10;40.08;1457.50;20166.89
92.154.800;10;40.24;1457.55;20167.45
92.154.850;10;40.41;1457.60;20168.01
92.154.900;9;40.23;1457.65;20168.57
92.154.950;9;40.01;1457.70;20169.13
92.155.000;9;39.96;1457.75;20169.68
92.155.050;9;39.97;1457.80;20170.24
92.155.100;9;40.00;1457.85;20170.79
92.155.150;9;40.06;1457.90;20171.35
92.155.200;9;40.12;1457.95;20171.91
92.155.250;9;40.23;1458.00;20172.46
92.155.300;9;40.46;1458.05;20173.02
92.155.350;9;40.66;1458.10;20173.59
92.155.400;9;40.61;1458.15;20174.15
92.155.450;9;40.53;1458.20;20174.72
92.155.500;9;40.64;1458.25;20175.28
92.155.550;9;40.74;1458.30;20175.84
92.155.600;9;40.65;1458.35;20176.41
92.155.650;9;40.58;1458.40;20176.97
92.155.700;9;40.70;1458.45;20177.54
92.155.750;9;40.83;1458.50;20178.10
92.155.800;9;40.75;1458.55;20178.67
92.155.850;9;40.65;1458.60;20179.24
92.155.900;8;40.62;1458.65;20179.80
92.155.950;8;40.66;1458.70;20180.36
92.156.000;8;40.88;1458.75;20180.93
92.156.050;8;41.10;1458.80;20181.50
92.156.100;8;41.12;1458.85;20182.07
92.156.150;8;41.12;1458.90;20182.64
92.156.200;8;41.24;1458.95;20183.21
92.156.250;8;41.39;1459.00;20183.79
92.156.300;8;41.53;1459.05;20184.36
92.156.350;8;41.66;1459.10;20184.94
92.156.400;8;41.76;1459.15;20185.52
92.156.450;8;41.87;1459.20;20186.10
92.156.500;8;41.99;1459.25;20186.68
92.156.550;8;42.16;1459.30;20187.27
92.156.600;8;42.47;1459.35;20187.86
92.156.650;8;42.71;1459.40;20188.45
92.156.700;8;42.60;1459.45;20189.04
92.156.750;8;42.45;1459.50;20189.63
92.156.800;8;42.54;1459.55;20190.22
92.156.850;8;42.68;1459.60;20190.81
92.156.900;8;42.74;1459.65;20191.41
92.156.950;8;42.79;1459.70;20192.00
92.157.000;8;42.86;1459.75;20192.59
92.157.050;8;42.93;1459.80;20193.19
92.157.100;8;42.93;1459.85;20193.79
92.157.150;8;42.96;1459.90;20194.38
92.157.200;8;43.24;1459.95;20194.98
92.157.250;8;43.41;1460.00;20195.58
92.157.300;8;42.95;1460.05;20196.18
92.157.350;8;42.55;1460.10;20196.78
92.157.400;8;43.00;1460.15;20197.37
92.157.450;8;43.54;1460.20;20197.97
92.157.500;8;43.51;1460.25;20198.58
92.157.550;8;43.40;1460.30;20199.18
92.157.600;8;43.56;1460.35;20199.78
92.157.650;8;43.78;1460.40;20200.39
92.157.700;8;43.96;1460.45;20201.00
92.157.750;8;44.09;1460.50;20201.61
92.157.800;8;44.07;1460.55;20202.22
92.157.850;8;44.06;1460.60;20202.84
92.157.900;8;44.27;1460.65;20203.45
92.157.950;8;44.46;1460.70;20204.06
92.158.000;8;44.39;1460.75;20204.68
92.158.050;8;44.29;1460.80;20205.30
92.158.100;8;44.37;1460.85;20205.91
92.158.150;8;44.48;1460.90;20206.53
92.158.200;8;44.53;1460.95;20207.15
92.158.250;8;44.56;1461.00;20207.77
92.158.300;8;44.57;1461.05;20208.39
92.158.350;8;44.62;1461.10;20209.01
92.158.400;8;44.84;1461.15;20209.63
92.158.450;8;45.01;1461.20;20210.25
92.158.500;8;44.91;1461.25;20210.88
92.158.550;8;44.68;1461.30;20211.50
92.158.600;8;44.36;1461.35;20212.12
92.158.650;8;44.00;1461.40;20212.73
92.158.700;8;43.52;1461.45;20213.34
92.158.750;8;43.24;1461.50;20213.94
92.158.800;8;43.63;1461.55;20214.54
92.158.850;8;44.19;1461.60;20215.15
92.158.900;8;44.53;1461.65;20215.77
92.158.950;8;44.84;1461.70;20216.39
92.159.000;8;45.20;1461.75;20217.01
92.159.050;8;45.50;1461.80;20217.64
92.159.100;8;45.56;1461.85;20218.28
92.159.150;8;45.64;1461.90;20218.91
92.159.200;8;46.03;1461.95;20219.55
92.159.250;8;46.39;1462.00;20220.19
92.159.300;8;46.41;1462.05;20220.83
92.159.350;8;46.31;1462.10;20221.48
92.159.400;8;46.20;1462.15;20222.12
92.159.450;8;46.12;1462.20;20222.76
92.159.500;8;46.22;1462.25;20223.40
92.159.550;8;46.29;1462.30;20224.04
92.159.600;8;46.09;1462.35;20224.69
92.159.650;8;45.94;1462.40;20225.32
92.159.700;8;46.19;1462.45;20225.96
92.159.750;8;46.51;1462.50;20226.61
92.159.800;8;46.71;1462.55;20227.26
92.159.850;8;46.76;1462.60;20227.90
92.159.900;7;46.46;1462.65;20228.55
92.159.950;7;46.12;1462.70;20229.20
92.200.000;7;46.05;1462.75;20229.84
92.200.050;7;46.04;1462.80;20230.47
92.200.100;7;45.94;1462.85;20231.11
92.200.150;7;45.88;1462.90;20231.75
92.200.200;7;45.99;1462.95;20232.39
92.200.250;7;46.08;1463.00;20233.03
92.200.300;7;45.88;1463.05;20233.67
92.200.350;7;45.71;1463.10;20234.30
92.200.400;7;45.89;1463.15;20234.94
92.200.450;7;46.12;1463.20;20235.58
92.200.500;7;46.18;1463.25;20236.22
92.200.550;7;46.16;1463.30;20236.86
92.200.600;7;46.09;1463.35;20237.50
92.200.650;7;46.05;1463.40;20238.14
92.200.700;7;46.27;1463.45;20238.78
92.200.750;7;46.37;1463.50;20239.43
92.200.800;7;45.90;1463.55;20240.07
92.200.850;7;45.36;1463.60;20240.70
92.200.900;7;45.14;1463.65;20241.33
92.200.950;7;45.05;1463.70;20241.95
92.201.000;7;45.00;1463.75;20242.58
92.201.050;7;45.06;1463.80;20243.21
92.201.100;7;45.34;1463.85;20243.83
92.201.150;7;45.63;1463.90;20244.46
92.201.200;7;45.75;1463.95;20245.10
92.201.250;7;45.75;1464.00;20245.73
92.201.300;7;45.64;1464.05;20246.37
92.201.350;7;45.44;1464.10;20247.00
92.201.400;7;45.13;1464.15;20247.63
92.201.450;7;44.88;1464.20;20248.26
92.201.500;7;44.82;1464.25;20248.88
92.201.550;7;44.95;1464.30;20249.50
92.201.600;7;45.42;1464.35;20250.13
92.201.650;7;45.86;1464.40;20250.76
92.201.700;7;45.85;1464.45;20251.40
92.201.750;7;45.66;1464.50;20252.04
92.201.800;7;45.37;1464.55;20252.67
92.201.850;7;45.18;1464.60;20253.30
92.201.900;8;45.46;1464.65;20253.93
92.201.950;8;45.83;1464.70;20254.56
92.202.000;8;45.99;1464.75;20255.20
92.202.050;8;46.07;1464.80;20255.84
92.202.100;8;46.05;1464.85;20256.48
92.202.150;8;46.03;1464.90;20257.12
92.202.200;8;46.11;1464.95;20257.76
92.202.250;8;46.27;1465.00;20258.40
92.202.300;8;46.56;1465.05;20259.04
92.202.350;8;46.82;1465.10;20259.69
92.202.400;8;46.80;1465.15;20260.34
92.202.450;8;46.76;1465.20;20260.99
92.202.500;8;46.96;1465.25;20261.64
92.202.550;8;47.20;1465.30;20262.30
92.202.600;8;47.40;1465.35;20262.95
92.202.650;8;47.51;1465.40;20263.61
92.202.700;8;47.41;1465.45;20264.27
92.202.750;8;47.24;1465.50;20264.93
92.202.800;8;47.15;1465.55;20265.58
92.202.850;8;47.02;1465.60;20266.24
92.202.900;8;46.74;1465.65;20266.89
92.202.950;8;46.35;1465.70;20267.54
92.203.000;8;45.73;1465.75;20268.17
92.203.050;8;45.20;1465.80;20268.81
92.203.100;8;45.17;1465.85;20269.43
92.203.150;8;45.27;1465.90;20270.06
92.203.200;8;45.12;1465.95;20270.69
92.203.250;8;45.15;1466.00;20271.32
92.203.300;8;45.88;1466.05;20271.95
92.203.350;8;46.66;1466.10;20272.59
92.203.400;8;46.88;1466.15;20273.24
