# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-04 17:45:21.470
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
2,489532;-0,7347;-5,8976;3,3484;6,82
2,504220;-5,1984;-2,1823;6,5510;8,64
2,523621;-5,9410;2,4514;4,1481;7,65
2,542343;-5,0928;3,6636;2,8517;6,89
2,555010;3,9840;2,4295;-4,5018;6,48
2,571042;5,8882;1,7144;-6,5341;8,96
2,576004;6,1371;1,2626;-7,6217;9,87
2,587060;5,7297;0,2907;-7,7564;9,65
2,604098;2,7074;-2,2118;-5,1717;6,24
2,621431;1,5680;-3,3218;-2,1257;4,24
2,621572;1,2399;-4,5489;1,5798;4,97
2,637384;0,6686;-4,5760;5,6645;7,31
2,639643;0,1688;-3,1370;10,4855;10,95
2,655712;0,4144;-3,2647;6,5623;7,34
2,657890;1,6954;-2,3738;1,6049;3,33
2,670941;1,6179;-0,8980;0,1155;1,85
2,687158;0,1824;-0,0710;0,3908;0,44
2,687293;1,8248;-0,4857;-0,1044;1,89
2,705338;2,2247;2,1754;-0,5887;3,17
2,705512;-1,6192;2,9504;-0,6488;3,43
2,726786;-4,6887;1,4318;-2,1507;5,35
2,726926;-1,2899;1,3404;-3,1235;3,64
2,738992;0,6548;-2,1218;-4,9750;5,45
2,743112;-1,5943;-6,9662;-2,1164;7,45
2,758384;-1,4524;-5,1723;-3,1170;6,21
2,770703;-2,2482;-1,2958;5,5411;6,12
2,784980;-0,4435;2,8217;1,6718;3,31
2,788385;3,7924;1,8585;-6,4395;7,70
2,801321;2,5670;-2,5401;-7,7736;8,57
2,807230;5,1280;-0,8909;-8,4346;9,91
2,818210;-0,9013;1,7903;-4,0571;4,53
2,825071;-7,1842;2,5544;1,4550;7,76
2,836282;-8,3121;3,1144;6,9579;11,28
2,853530;-4,4993;2,8374;7,1753;8,93
2,854850;-0,8802;1,5597;2,5283;3,10
2,872558;1,4412;-1,9327;0,8692;2,56
2,872684;0,6682;-0,8377;0,6062;1,23
2,889357;-0,1785;1,1999;1,4469;1,89
2,900564;0,2710;1,9951;0,7046;2,13
2,909863;0,6156;2,4098;1,5847;2,95
2,920322;0,6771;1,4994;1,6442;2,33
2,937219;1,1603;1,5319;1,4858;2,43
2,939644;1,3847;1,0529;0,0747;1,74
2,953241;1,3922;0,1006;-0,5334;1,49
2,956792;0,6493;-1,9782;-1,8904;2,81
2,968630;-0,3879;-1,5101;-0,5509;1,65
2,975198;-2,0463;-1,1103;-0,1825;2,34
2,985639;-2,1278;-1,4192;-0,9574;2,73
3,003860;-1,3477;0,7240;-0,3170;1,56
3,003968;-0,7671;0,6166;-0,4195;1,07
3,021845;1,1315;0,6172;1,0721;1,68
3,039444;0,7198;0,1283;2,5173;2,62
3,041514;-0,2045;0,7530;1,5487;1,73
3,056022;-0,6512;2,8653;0,4998;2,98
3,059337;-1,7964;2,5704;-1,1227;3,33
3,070290;-2,6762;2,3086;-1,8133;3,97
3,093134;-2,8921;2,5788;-2,7158;4,73
3,108833;-2,2352;1,0538;0,1190;2,47
3,120689;-0,7362;-1,0442;1,6677;2,10
3,124822;-0,9704;-2,6744;0,4792;2,89
3,138118;0,3922;-1,6471;0,9153;1,92
3,143758;-0,0837;-0,3396;-0,6939;0,78
3,154923;-1,4035;0,6920;-1,1578;1,95
3,175706;-0,2022;2,8017;-0,9767;2,97
3,175947;1,4800;3,9141;-1,8913;4,59
3,190636;2,1029;4,1707;-0,3646;4,69
3,204091;1,3326;4,8269;2,5208;5,61
3,209126;-0,0137;4,9886;4,6197;6,80
3,221510;-0,5456;4,2665;4,6754;6,35
3,227529;0,2174;0,4926;5,4083;5,44
3,237326;0,7601;-3,7691;3,9159;5,49
3,257800;4,2698;0,7445;-0,6336;4,38
3,257950;6,1612;-2,7230;-6,8038;9,57
3,272026;3,9256;-3,4669;-4,1286;6,67
3,275224;0,2806;-4,0392;-2,1338;4,58
3,288477;-1,7499;-5,3064;-0,2756;5,59
3,294695;-1,4660;-5,1922;-0,6859;5,44
3,305372;-0,6092;-4,3159;-1,3923;4,58
3,323024;-0,1760;-3,1568;-1,0791;3,34
3,340733;0,2546;-1,1441;0,2949;1,21
3,340851;-0,3717;1,3721;0,2893;1,45
3,356240;-0,9343;1,3737;-0,6858;1,80
3,358582;-0,9998;1,1994;0,0191;1,56
3,372185;-0,6843;0,4991;0,3418;0,91
3,377545;-0,1985;0,3845;0,2570;0,50
3,389843;0,4478;-0,4732;-0,0848;0,66
3,407135;1,2207;-0,3933;0,3262;1,32
3,407277;1,4273;-0,3640;1,3553;2,00
3,422688;1,1632;-0,2913;1,3708;1,82
3,423347;1,3067;-0,1745;1,2036;1,79
3,441506;1,5698;-0,8713;0,7953;1,96
3,459343;1,6586;-1,6022;-0,4999;2,36
3,461082;1,4411;-1,6984;-0,3558;2,26
3,470387;1,2217;-2,1641;-0,4424;2,52
3,496459;1,5987;-1,7528;-0,1201;2,38
3,508130;-3,7598;0,4395;-3,0950;4,89
3,522576;-4,5652;-0,4375;-4,7020;6,57
3,526485;-2,7018;-1,5388;-4,2628;5,28
3,541155;-1,0018;-1,8534;-2,7266;3,45
3,557111;-1,0153;-0,0997;1,7719;2,04
3,576481;-1,0010;0,9503;2,8192;3,14
3,590769;0,6754;2,7889;2,3193;3,69
3,606267;0,5318;2,3830;1,7590;3,01
3,610571;-0,5616;0,8785;0,7845;1,30
3,624066;-0,7436;-0,0042;-0,1793;0,76
3,630600;-0,4543;-0,2513;-0,6778;0,85
3,653910;-0,2938;-0,4126;-0,8396;0,98
3,654020;-0,2715;-0,5852;-0,5857;0,87
3,657995;-0,1406;-0,6363;-0,2433;0,70
3,675754;-0,0697;-0,5740;-0,0961;0,59
3,676638;-0,1095;-0,4451;-0,0783;0,47
3,694905;-0,0920;-0,3542;-0,1271;0,39
3,704068;0,0173;-0,1714;0,0137;0,17
3,714608;-0,1563;-0,0217;0,1239;0,20
3,722456;-0,2063;0,1592;0,1285;0,29
3,737815;-0,1929;0,2133;0,0304;0,29
3,741623;-0,1020;0,2203;0,0206;0,24
3,759518;-0,0145;0,2442;0,0939;0,26
3,765607;0,0851;0,2790;-0,0022;0,29
3,772361;0,1452;0,2320;-0,2412;0,36
3,778571;0,2579;0,1579;-0,2981;0,42
3,787198;0,2109;0,0318;-0,2129;0,30
3,804497;0,1262;-0,1689;-0,2399;0,32
3,806833;0,0115;-0,2969;-0,2274;0,37
3,820885;-0,0929;-0,4057;-0,3066;0,52
3,837633;-0,3839;-0,1342;-0,1992;0,45
3,844328;-0,2320;-0,0280;0,0693;0,24
3,856341;-0,2410;-0,0397;-0,3787;0,45
3,863093;-0,4081;-0,0901;-0,5480;0,69
3,872022;-0,3512;-0,1429;-0,1904;0,42
3,892141;-0,4098;-0,3265;0,0913;0,53
3,892391;-0,5012;-0,4287;0,4159;0,78
3,911974;-0,7438;-0,5813;0,5302;1,08
3,912095;-0,7452;-0,7533;0,5841;1,21
3,923166;-0,7552;-0,6749;0,6686;1,21
3,927961;-0,5499;-0,6177;0,7317;1,10
3,940262;-0,3660;-0,4156;0,5365;0,77
